NO_OF_FRAMES	5580
NO_OF_CAMERAS	8
NO_OF_MARKERS	62
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-01-30, 11:39:14	82019.94398110
DATA_INCLUDED	3D
MARKER_NAMES	P1Head_FL	P1Head_FR	P1Head_BL	P1Head_BR	P1Shoulder_L	P1Shoulder_R	P1C7	P1Shoulder_BR	P1Elbow_L	P1Elbow_R	P1Wrist_L	P1Wrist_R	P1Finger_L	P1Finger_R	P1Hip_FL	P1Hip_FR	P1Hip_BL	P1Hip_BR	P1Knee_L	P1Knee_R	P1Ankle_L	P1Ankle_R	P1Heel_L	P1Heel_R	P1Toe_L	P1Toe_R	P1Bow_up	P1Bow_down	P1Vio_up	P1Vio_down	P1Curl	P2Head_FL	P2Head_FR	P2Head_BL	P2Head_BR	P2Shoulder_L	P2Shoulder_R	P2C7	P2Shoulder_BR	P2Elbow_L	P2Elbow_R	P2Wrist_L	P2Wrist_R	P2Finger_L	P2Finger_R	P2Hip_FL	P2Hip_FR	P2Hip_BL	P2Hip_BR	P2Knee_L	P2Knee_R	P2Ankle_L	P2Ankle_R	P2Heel_L	P2Heel_R	P2Toe_L	P2Toe_R	P2Bow_up	P2Bow_down	P2Vio_up	P2Vio_down	P2Curl
-367.625	-845.380	1534.716	-230.279	-815.665	1534.579	-344.661	-962.428	1452.049	-197.406	-903.020	1447.362	-452.222	-890.917	1311.364	-139.445	-944.900	1302.642	-313.310	-1010.785	1307.665	-140.359	-999.668	1285.967	-569.944	-810.873	1059.412	-4.464	-927.642	1010.237	-630.498	-666.543	1173.533	-107.501	-747.924	1049.062	-642.186	-535.257	1240.372	-215.924	-648.211	999.591	-417.197	-774.416	933.967	-161.593	-816.268	909.309	-364.090	-961.189	961.069	-292.370	-972.746	955.692	-446.371	-865.330	409.267	-165.356	-928.151	389.689	-447.610	-931.977	37.773	-164.445	-977.597	21.787	-403.213	-976.649	33.515	-236.634	-1000.966	18.469	-408.547	-768.196	5.370	-153.921	-805.690	7.874	-366.845	-568.447	1599.753	-223.763	-693.593	893.761	-447.890	-873.360	1352.960	0.000	0.000	0.000	-709.701	-522.640	1197.797	-599.769	1031.647	1646.555	-730.457	1025.816	1635.746	-579.799	1182.385	1609.765	-738.044	1177.464	1588.361	-435.766	1152.867	1469.629	-794.783	1295.646	1433.421	-603.355	1280.401	1441.423	-724.673	1336.869	1404.420	-319.255	1048.172	1112.532	-943.494	1232.204	1089.983	-308.453	869.076	1284.689	-831.444	1004.986	1096.844	-305.898	762.729	1345.032	-770.649	888.408	1062.878	-541.059	1015.302	977.205	-782.490	1142.563	957.871	-512.309	1253.643	970.437	-594.534	1292.902	943.935	-531.852	1044.732	450.465	-863.611	1144.329	444.832	-527.682	1203.269	42.212	-834.115	1266.182	53.795	-582.089	1257.996	17.401	-763.903	1270.948	35.914	-600.682	1051.538	16.904	-897.130	1106.651	4.537	-467.604	839.996	1580.680	-792.872	908.469	927.974	-485.592	1100.240	1491.546	-632.949	1024.687	1336.485	-230.635	741.200	1303.370
-367.591	-845.291	1534.732	-230.234	-815.610	1534.609	-344.637	-962.368	1452.036	-197.392	-902.992	1447.354	-452.198	-890.863	1311.403	-139.452	-944.852	1302.607	-313.331	-1010.740	1307.676	-140.349	-999.614	1285.974	-569.972	-810.842	1059.450	-4.483	-927.617	1010.237	-630.518	-666.499	1173.562	-107.502	-747.902	1049.038	-642.205	-535.220	1240.434	-215.959	-648.176	999.573	-417.179	-774.389	933.915	-161.630	-816.221	909.296	-364.082	-961.178	961.070	-292.363	-972.755	955.730	-446.398	-865.346	409.297	-165.344	-928.130	389.697	-447.616	-931.986	37.769	-164.455	-977.617	21.806	-403.201	-976.640	33.461	-236.624	-1000.974	18.463	-408.531	-768.162	5.324	-153.937	-805.674	7.897	-366.451	-568.285	1599.786	-223.780	-693.533	893.764	-447.875	-873.285	1353.014	0.000	0.000	0.000	-709.728	-522.547	1197.833	-599.694	1031.510	1646.504	-730.410	1025.530	1635.627	-579.832	1182.228	1609.788	-738.101	1177.214	1588.341	-435.762	1152.885	1469.634	-794.272	1293.787	1433.287	-603.434	1280.312	1441.459	-723.426	1334.767	1404.237	-319.116	1048.461	1112.458	-943.402	1232.647	1089.721	-308.139	869.326	1284.590	-830.878	1005.204	1095.290	-305.473	762.958	1344.784	-770.561	889.060	1061.815	-540.942	1015.379	977.157	-782.430	1142.551	957.842	-512.307	1253.652	970.318	-594.511	1292.943	943.955	-531.777	1044.735	450.462	-863.536	1144.310	444.840	-527.679	1203.259	42.188	-834.066	1266.162	53.805	-582.087	1257.995	17.430	-763.885	1270.925	35.939	-600.670	1051.543	16.918	-897.134	1106.651	4.566	-467.166	839.356	1579.172	-792.714	909.416	926.832	-485.374	1100.045	1491.323	-632.808	1024.596	1336.390	-230.261	741.526	1303.224
-367.544	-845.237	1534.743	-230.180	-815.567	1534.584	-344.641	-962.311	1452.066	-197.340	-902.951	1447.351	-452.192	-890.788	1311.445	-139.462	-944.823	1302.600	-313.304	-1010.689	1307.692	-140.354	-999.590	1285.963	-569.954	-810.779	1059.465	-4.501	-927.609	1010.198	-630.528	-666.451	1173.577	-107.506	-747.853	1048.990	-642.216	-535.167	1240.491	-215.945	-648.141	999.513	-417.189	-774.402	933.922	-161.634	-816.213	909.294	-364.064	-961.171	961.075	-292.381	-972.741	955.730	-446.391	-865.365	409.276	-165.350	-928.136	389.680	-447.636	-931.990	37.789	-164.464	-977.623	21.825	-403.189	-976.661	33.500	-236.592	-1000.964	18.402	-408.539	-768.165	5.333	-153.930	-805.669	7.892	-366.063	-568.063	1599.813	-223.869	-693.541	893.725	-447.844	-873.237	1353.038	0.000	0.000	0.000	-709.732	-522.541	1197.918	-599.658	1031.319	1646.452	-730.587	1024.645	1635.684	-579.883	1182.081	1609.793	-738.119	1176.969	1588.298	-435.753	1152.886	1469.647	-794.365	1293.578	1433.273	-603.499	1280.210	1441.516	-723.542	1334.580	1404.254	-318.972	1048.779	1112.444	-943.259	1233.099	1089.466	-307.810	869.535	1284.485	-830.700	1005.625	1094.489	-305.161	763.118	1344.680	-770.300	889.585	1060.548	-540.815	1015.435	977.126	-782.349	1142.535	957.793	-512.275	1253.724	970.408	-594.782	1289.806	942.625	-531.657	1044.781	450.452	-863.453	1144.279	444.836	-527.679	1203.287	42.172	-834.047	1266.135	53.761	-582.088	1258.015	17.378	-763.856	1270.901	35.913	-600.655	1051.561	16.933	-897.090	1106.633	4.579	-466.749	838.716	1577.723	-792.563	910.373	925.669	-485.217	1099.905	1491.116	-632.698	1024.524	1336.311	-229.863	741.768	1303.037
-367.224	-845.098	1534.670	-230.142	-815.546	1534.587	-344.554	-962.166	1452.031	-197.307	-902.898	1447.354	-452.180	-890.759	1311.473	-138.954	-944.141	1301.824	-313.322	-1010.639	1307.718	-140.363	-999.546	1285.939	-569.984	-810.733	1059.492	-4.483	-927.763	1010.130	-630.549	-666.399	1173.592	-107.540	-747.858	1048.774	-642.585	-534.998	1240.515	-215.915	-648.044	999.479	-417.200	-774.419	933.892	-161.702	-816.183	909.412	-364.125	-961.657	961.433	-292.369	-972.715	955.723	-446.339	-865.382	409.285	-165.362	-928.125	389.691	-447.725	-932.140	37.964	-164.471	-977.634	21.832	-403.189	-976.641	33.467	-236.554	-1000.723	18.301	-408.488	-768.139	5.371	-153.977	-805.638	7.844	-365.106	-567.756	1599.737	-223.884	-693.523	893.754	-447.790	-873.337	1353.282	0.000	0.000	0.000	-709.495	-522.121	1197.968	-599.643	1031.117	1646.372	-730.850	1024.989	1635.521	-579.916	1181.927	1609.799	-738.141	1176.748	1588.255	-436.160	1152.945	1469.092	-794.444	1293.375	1433.237	-603.577	1280.104	1441.526	-727.122	1336.973	1405.117	-318.763	1049.269	1112.329	-943.091	1233.568	1089.220	-306.351	868.977	1283.403	-830.704	1006.239	1093.930	-304.705	763.478	1344.403	-769.964	890.426	1059.100	-540.722	1015.478	977.123	-780.895	1141.956	957.628	-512.330	1254.295	971.374	-594.465	1293.076	943.969	-531.612	1044.842	450.465	-863.361	1144.259	444.802	-528.445	1203.577	42.266	-833.825	1265.899	53.875	-581.755	1257.390	16.658	-763.841	1270.894	35.896	-600.671	1051.547	16.938	-897.095	1106.611	4.595	-466.250	838.140	1576.157	-792.341	911.311	924.543	-485.092	1099.697	1490.741	-632.571	1024.418	1336.256	-229.661	741.530	1303.517
-367.318	-845.082	1534.844	-230.006	-815.541	1534.658	-344.572	-962.056	1452.015	-197.307	-902.888	1447.372	-452.140	-890.673	1311.485	-138.916	-944.112	1301.785	-313.292	-1010.588	1307.734	-140.357	-999.498	1285.884	-569.983	-810.660	1059.524	-4.488	-927.788	1010.144	-630.517	-666.333	1173.584	-107.566	-747.846	1048.732	-642.443	-535.007	1240.472	-215.903	-648.109	999.393	-417.130	-774.424	933.892	-161.689	-816.210	909.408	-364.158	-961.630	961.475	-292.380	-972.708	955.740	-446.303	-865.409	409.292	-165.259	-928.171	389.715	-447.629	-932.101	37.901	-164.559	-977.582	21.634	-403.193	-976.625	33.501	-236.558	-1000.579	18.119	-408.453	-768.194	5.352	-153.907	-805.710	7.854	-364.860	-567.564	1599.787	-223.932	-693.615	893.679	-447.738	-873.267	1353.285	0.000	0.000	0.000	-709.416	-522.170	1197.987	-599.617	1031.031	1646.286	-730.117	1025.004	1635.077	-579.875	1181.739	1609.726	-738.140	1176.518	1588.247	-436.206	1153.019	1469.058	-794.544	1293.041	1433.031	-603.823	1280.141	1441.734	-727.211	1336.809	1405.139	-318.748	1049.509	1112.414	-942.848	1234.027	1088.916	-306.368	869.322	1283.380	-830.531	1006.700	1093.189	-304.431	763.710	1344.227	-769.706	891.024	1057.843	-540.607	1015.551	977.102	-780.532	1141.778	957.533	-512.307	1254.545	971.197	-594.441	1293.167	943.949	-531.593	1044.956	450.424	-863.166	1144.201	444.732	-528.165	1203.634	42.210	-833.799	1265.845	53.869	-581.731	1257.465	16.606	-763.830	1271.011	35.820	-600.607	1051.650	16.862	-897.114	1106.653	4.636	-465.804	837.469	1574.662	-792.198	912.308	923.456	-485.074	1099.758	1490.593	-632.490	1024.322	1336.163	-229.413	741.668	1303.453
-367.286	-845.023	1534.881	-229.957	-815.515	1534.647	-344.557	-961.990	1452.039	-197.267	-902.866	1447.392	-452.142	-890.625	1311.498	-138.924	-944.059	1301.748	-313.285	-1010.560	1307.773	-140.345	-999.456	1285.876	-570.010	-810.617	1059.563	-4.512	-927.744	1010.076	-630.519	-666.306	1173.623	-107.596	-747.794	1048.620	-642.457	-534.948	1240.505	-215.929	-648.084	999.340	-417.099	-774.441	933.864	-161.708	-816.220	909.411	-364.193	-961.633	961.497	-292.392	-972.712	955.765	-446.311	-865.418	409.270	-165.263	-928.177	389.695	-447.596	-932.086	37.863	-164.572	-977.598	21.616	-403.187	-976.638	33.457	-236.567	-1000.550	18.135	-408.438	-768.207	5.330	-153.908	-805.718	7.842	-364.530	-567.306	1599.868	-223.966	-693.651	893.608	-447.761	-873.211	1353.314	0.000	0.000	0.000	-709.397	-522.134	1198.011	-599.630	1030.890	1646.190	-729.966	1024.863	1634.945	-579.868	1181.574	1609.691	-738.173	1176.332	1588.233	-436.230	1153.015	1469.037	-794.637	1292.841	1432.959	-603.947	1280.074	1441.764	-727.193	1336.644	1405.140	-318.621	1049.707	1112.396	-942.683	1234.505	1088.597	-306.220	869.456	1283.267	-830.404	1007.235	1092.335	-304.134	763.845	1344.110	-769.554	891.617	1056.747	-540.537	1015.620	977.055	-780.405	1141.773	957.464	-512.284	1254.666	971.155	-594.383	1293.242	943.944	-531.558	1045.017	450.451	-863.035	1144.192	444.699	-528.046	1203.640	42.188	-833.745	1265.854	53.836	-581.727	1257.505	16.612	-763.791	1271.004	35.785	-600.602	1051.670	16.867	-897.093	1106.642	4.606	-465.380	836.823	1573.184	-792.078	913.200	922.456	-485.052	1099.730	1490.545	-632.408	1024.217	1336.120	-229.143	741.840	1303.330
-367.225	-844.917	1534.923	-229.875	-815.466	1534.646	-344.538	-961.927	1452.069	-197.242	-902.807	1447.348	-452.155	-890.578	1311.538	-138.919	-944.024	1301.769	-313.258	-1010.506	1307.755	-140.354	-999.414	1285.857	-570.031	-810.582	1059.610	-4.527	-927.746	1010.041	-630.540	-666.235	1173.658	-107.630	-747.759	1048.560	-642.404	-534.901	1240.499	-215.951	-648.079	999.271	-417.119	-774.412	933.835	-161.726	-816.208	909.409	-364.173	-961.607	961.475	-292.376	-972.715	955.769	-446.343	-865.435	409.271	-165.231	-928.165	389.697	-447.567	-932.086	37.823	-164.574	-977.587	21.606	-403.184	-976.630	33.505	-236.532	-1000.534	18.057	-408.430	-768.221	5.307	-153.907	-805.728	7.792	-364.216	-567.036	1599.805	-224.026	-693.672	893.544	-447.733	-873.161	1353.331	0.000	0.000	0.000	-709.416	-522.107	1197.983	-599.625	1030.732	1646.115	-729.896	1024.693	1634.855	-579.925	1181.403	1609.646	-738.175	1176.135	1588.163	-436.263	1152.984	1469.036	-794.710	1292.655	1432.897	-604.043	1279.989	1441.769	-727.266	1336.532	1405.143	-318.526	1049.931	1112.364	-942.510	1234.999	1088.308	-306.058	869.630	1283.179	-830.229	1007.639	1091.568	-303.883	763.988	1344.016	-769.363	892.191	1055.535	-540.420	1015.650	977.042	-779.690	1141.595	957.323	-512.244	1254.738	971.154	-594.361	1293.302	943.949	-531.554	1045.086	450.428	-862.953	1144.158	444.681	-528.005	1203.640	42.169	-833.706	1265.840	53.831	-581.695	1257.519	16.591	-763.751	1270.980	35.752	-600.600	1051.671	16.863	-897.103	1106.650	4.578	-465.017	836.153	1571.886	-791.907	914.107	921.311	-485.035	1099.713	1490.499	-632.339	1024.129	1336.041	-228.903	742.013	1303.220
-367.159	-844.840	1534.949	-229.828	-815.386	1534.603	-344.504	-961.851	1452.081	-197.223	-902.738	1447.303	-452.139	-890.498	1311.545	-138.899	-943.967	1301.739	-313.272	-1010.462	1307.796	-140.343	-999.374	1285.860	-570.094	-810.545	1059.645	-4.552	-927.742	1010.039	-630.536	-666.180	1173.687	-107.631	-747.737	1048.503	-642.389	-534.841	1240.528	-215.959	-648.046	999.176	-417.153	-774.416	933.872	-161.725	-816.200	909.387	-364.172	-961.583	961.490	-292.385	-972.694	955.774	-446.339	-865.467	409.324	-165.252	-928.161	389.667	-447.591	-932.089	37.822	-164.564	-977.598	21.594	-403.186	-976.635	33.471	-236.522	-1000.530	18.099	-408.434	-768.218	5.349	-153.899	-805.727	7.800	-363.842	-566.749	1599.720	-224.102	-693.711	893.463	-447.749	-873.117	1353.348	0.000	0.000	0.000	-709.409	-521.994	1198.056	-599.619	1030.585	1646.089	-729.892	1024.559	1634.763	-579.947	1181.326	1609.662	-738.221	1175.981	1588.147	-436.282	1152.984	1469.024	-794.796	1292.527	1432.839	-604.096	1279.893	1441.773	-727.197	1336.408	1405.118	-318.395	1050.107	1112.381	-942.320	1235.508	1088.057	-305.848	869.682	1283.085	-830.094	1008.144	1090.709	-303.740	764.049	1343.917	-769.233	892.775	1054.547	-540.358	1015.681	977.016	-779.630	1141.572	957.262	-512.207	1254.768	971.167	-594.327	1293.326	943.914	-531.546	1045.128	450.452	-862.877	1144.164	444.634	-527.993	1203.617	42.184	-833.683	1265.806	53.768	-581.700	1257.506	16.624	-763.704	1270.961	35.657	-600.603	1051.690	16.850	-897.073	1106.639	4.597	-464.717	835.574	1570.612	-791.758	915.035	920.345	-485.029	1099.663	1490.482	-632.284	1024.047	1335.959	-228.711	742.168	1303.146
-367.141	-844.784	1534.991	-229.792	-815.285	1534.599	-344.494	-961.802	1452.152	-197.195	-902.673	1447.299	-452.136	-890.438	1311.577	-138.915	-943.924	1301.752	-313.259	-1010.417	1307.811	-140.333	-999.312	1285.878	-570.116	-810.503	1059.672	-4.575	-927.756	1010.034	-630.539	-666.114	1173.720	-107.661	-747.705	1048.439	-642.356	-534.773	1240.561	-215.988	-648.026	998.990	-417.143	-774.418	933.816	-161.758	-816.200	909.405	-364.221	-961.593	961.541	-292.411	-972.688	955.810	-446.399	-865.472	409.363	-165.237	-928.135	389.666	-447.581	-932.094	37.829	-164.565	-977.610	21.618	-403.181	-976.646	33.501	-236.512	-1000.528	18.049	-408.432	-768.214	5.354	-153.917	-805.710	7.820	-363.490	-566.381	1599.671	-224.156	-693.707	893.420	-447.714	-873.066	1353.378	0.000	0.000	0.000	-709.362	-521.903	1198.101	-599.616	1030.507	1646.032	-729.684	1024.605	1634.590	-580.011	1181.189	1609.619	-738.279	1175.827	1588.140	-436.298	1152.943	1469.045	-794.859	1292.420	1432.772	-604.149	1279.808	1441.780	-727.244	1336.302	1405.106	-318.288	1050.247	1112.383	-942.151	1236.018	1087.755	-305.710	869.804	1283.058	-829.972	1008.546	1090.034	-303.559	764.110	1343.816	-769.092	893.327	1053.372	-540.264	1015.730	976.998	-779.586	1141.598	957.192	-512.168	1254.803	971.213	-594.294	1293.331	943.892	-531.547	1045.106	450.464	-862.802	1144.154	444.628	-528.001	1203.610	42.142	-833.631	1265.810	53.750	-581.738	1257.495	16.609	-763.663	1270.956	35.614	-600.605	1051.679	16.828	-897.057	1106.645	4.629	-464.370	834.927	1569.253	-791.624	915.910	919.277	-485.044	1099.632	1490.468	-632.231	1023.998	1335.938	-228.531	742.772	1302.629
-367.072	-844.711	1534.995	-229.741	-815.237	1534.598	-344.474	-961.756	1452.212	-197.179	-902.610	1447.299	-452.151	-890.415	1311.637	-138.913	-943.865	1301.751	-313.278	-1010.368	1307.863	-140.355	-999.282	1285.894	-570.158	-810.460	1059.734	-4.605	-927.726	1010.001	-630.536	-666.059	1173.750	-107.703	-747.659	1048.340	-642.361	-534.682	1240.607	-216.035	-647.990	998.970	-417.168	-774.403	933.823	-161.773	-816.188	909.424	-364.199	-961.575	961.564	-292.418	-972.694	955.834	-446.400	-865.488	409.358	-165.225	-928.136	389.715	-447.579	-932.077	37.849	-164.576	-977.590	21.599	-403.193	-976.673	33.520	-236.544	-1000.539	18.069	-408.446	-768.193	5.355	-153.925	-805.722	7.833	-363.241	-566.080	1599.651	-224.220	-693.743	893.359	-447.716	-873.023	1353.405	0.000	0.000	0.000	-709.374	-521.833	1198.128	-599.633	1030.361	1645.986	-729.914	1024.188	1634.667	-580.063	1181.132	1609.617	-738.326	1175.683	1588.108	-436.323	1152.886	1469.054	-794.900	1292.353	1432.703	-604.172	1279.737	1441.793	-727.374	1336.252	1405.127	-318.187	1050.371	1112.409	-941.960	1236.534	1087.452	-305.578	869.833	1282.992	-829.858	1009.080	1089.236	-303.437	764.116	1343.762	-768.970	893.896	1052.327	-540.196	1015.773	977.010	-779.533	1141.617	957.146	-512.141	1254.781	971.108	-594.239	1293.363	943.886	-531.498	1045.117	450.479	-862.727	1144.150	444.578	-528.005	1203.607	42.132	-833.593	1265.825	53.698	-581.761	1257.527	16.620	-763.640	1270.956	35.560	-600.584	1051.682	16.873	-897.053	1106.609	4.610	-464.108	834.250	1567.973	-791.525	916.783	918.369	-485.063	1099.561	1490.492	-632.192	1023.929	1335.858	-228.416	742.810	1302.575
